ID,regnum,regnum2,name1,name2
H4P00922,21,21,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,23,23,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,24,24,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,25,25,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,26,26,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,27,27,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,28,28,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,29,29,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,30,30,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,31,31,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,32,32,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,33,33,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,34†,34,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,35,35,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,36,36,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,37,37,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,38,38,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,39,39,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,40,40,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,41,41,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,42,42,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,43,43,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,44,44,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,45,45,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,46,46,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,47,47,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,49,49,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,55,55,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,57,57,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,59,59,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,61,61,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,65,65,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,66,66,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,67,67,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,68,68,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,70,70,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,71,71,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,72,72,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,73,73,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,75,75,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,77,77,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,78,78,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,80,80,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,81,81,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,83,83,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,84,84,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,85,85,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,86,86,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,90,90,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,91,91,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,94,94,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,95,95,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,96,96,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,97,97,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,98,98,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,99,99,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,100,100,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,101,101,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,106,106,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,107,107,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,109,109,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,111,111,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,112,112,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,118,118,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,119,119,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,120,120,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,123,123,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,125,125,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,126,126,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,127,127,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,128,128,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
H4P00922,134,134,,"Heinrich III., Kg. u. Ks. (1028/1046-1056), Gem. (1) Gunhilds (Kunigunde) und (2) Agnes’ (v. Poitou), Vater Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes (alle aus [2]), Sohn Konrads II. und Giselas v. Schwaben, Halbbruder Gf. Liudolfs"
