ID,regnum,regnum2,name1,name2
H4P00090,477,477,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,491,491,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,497,497,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,500,500,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,501,501,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,505,505,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,508,508,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,518,518,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,550,550,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,590,590,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,610,610,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,611,611,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,612,612,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,613,613,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,615,615,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,623,623,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,625,625,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,638,638,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,698,698,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,700,700,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,702,702,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,704,704,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,721,721,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,722,722,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,746,746,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,784,784,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,787,787,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,789,789,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,793,793,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,794,794,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,802†,802,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,808,808,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,829,829,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,842,842,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,846,846,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,849,849,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund (→ Bertha [v. Turin], siehe Addenda und Corrigenda),850,"
H4P00090,855,855,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,856,856,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,861,861,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,863,863,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,865,865,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,870†,870,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,875,875,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,883,883,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,896,896,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,920,920,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,945,945,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,959,959,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,967,967,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,975,975,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,979,979,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,983,983,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1010,1010,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1014,1014,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1048,1048,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1049,1049,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1111,1111,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1138,1138,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1178,1178,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1228,1228,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1229,1229,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1230,1230,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1232,1232,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1245,1245,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1252,1252,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1263,1263,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1281,1281,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1319,1319,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1334,1334,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1343†,1343,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1405,1405,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1413†,1413,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1450,1450,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1453,1453,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1461,1461,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1470,1470,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1472,1472,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1473,1473,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1486,1486,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00090,1489,1489,,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
