ID,name1
H4O03153,"Grado (Neu-Aquileia), O. in Italien (Friaul-Julisch Venetien)"
H4O03154,Grafenrheinfeld → <i>Roumueld</i>
H4O03155,"Graffignana, O. in Italien (Lombardei)"
H4O03156,"Grafschaften, nicht eindeutig identifizierbar"
H4O03157,"Grasfilzing, Gemeinde Nößwartling (Bayern)"
H4O03158,"Grancona, O. in Italien (Venetien)"
H4O03159,Gransdorf (Rheinland-Pfalz)
H4O03160,Grasmannsdorf (Bayern)
H4O03161,"Grassano, O. in Italien (Emilia-Romagna)"
H4O03162,"Gravellona Toce, O. in Italien (Piemont)"
H4O03163,Grebenau (Kappel) (Hessen)
H4O03164,Greding (Bayern)
H4O03165,"<i>Grekkenbach</i>, abgegangen, wohl in Baden-Württemberg gelegen"
H4O03166,"Gretingau, Gau, n. der mittleren Aller gelegen"
H4O03167,"Greve in Chianti, O. in Italien (Toskana)"
H4O03168,"Grezzana, O. in Italien (Venetien)"
H4O03169,"Griesbach, Burg d. Formbacher (Bayern)"
H4O03170,"<i>Grigi</i>, unbekannt, wohl in Italien zu suchen"
H4O03171,Grimma (Sachsen)
H4O03172,"Gröba, heute Ortsteil v. Riesa (Sachsen)"
H4O03173,"<i>Grona</i>, einstiger Sumpf am Bach Grune unmittelbar ö. Hohenmölsen (Sachsen)"
H4O03174,"Grone, aufgegangen in Göttingen (Nieder-sachsen)"
H4O03175,"Groningen, O. in den Niederlanden (Groningen)"
H4O03176,"<i>Grosseto</i>, unbekannt, wohl in Italien zu suchen"
H4O03177,Großaitingen (Bayern)
H4O03178,Groß Börnecke (Sachsen-Anhalt)
H4O03179,"Großkrut, O. in Österreich (Niederösterreich)"
H4O03180,Großliplein → Lipljene
H4O03181,Groß Ilde → <i>Illidi</i>
H4O03182,"Großsachsen, aufgegangen in Hirschberg a. d. Bergstraße (Baden-Württemberg)"
H4O03183,Groß Santersleben → <i>Sanderesleue</i>
H4O03184,Großer St. Bernhard → Alpen
H4O03185,Grötzingen (Baden-Württemberg)
H4O03186,"<i>Grumulo</i>, unbekannt, O. in Italien, möglicherweise S. Lorenzo alle Corti (Toskana) oder abgegangen bei Barbinia (Toskana)"
H4O03187,"Grumolo delle Abbadesse, O. in Italien (Venetien)"
H4O03188,"Grunau(bach), Bach bei Hohenmölsen (Sachsen)"
H4O03189,Grünebach → Grunau(bach)
H4O03190,Grune → Grunau(bach)
H4O03191,"Guastalla, O. in Italien (Emilia-Romagna)"
H4O03192,"Guazzora, O. in Italien (Piemont)"
H4O03193,Gültstein (Baden-Württemberg)
H4O03194,"Guggisberg, O. in der Schweiz (Bern)"
H4O03195,"<i>Gumprehteswilera/Gumprehtesvvilare</i>, Weiler west. Pforzheim (Baden-Württemberg) oder abgegangen (?) (Baden-Württemberg)"
H4O03196,Günzburg (Bayern)
H4O03197,"<i>Gunprehtesteten</i>, Wüstung in Österreich, bei Deutschlandsberg an der Laßnitz gelegen (Steiermark)"
H4O03198,Güntersen (Niedersachsen)
H4O03199,"<i>Gunzanegulum</i>, unbekannt, O. in Italien, vermutlich sw. Fiorenzuola d’Arda gelegen (Emilia-Romagna)"
H4O03200,"Gurk, Fluß in Österreich (Kärnten)"
H4O03201,"Gurk, Bistum in Österreich (Kärnten)"
H4O03202,"Guttingen, Gau, w. Gronau und s. Elze a. d. Leine im Gebiet s. Hannover gelegen (Niedersachsen)"
H4O03203,Gutweiler (Rheinland-Pfalz)
H4O03204,<i>Gvzbretdesdorf</i> → Schwarzau am Steinfeld
H4O03205,"Härkingen, Grafschaft in der Schweiz, sw. Olten und sö. Basel gelegen"
H4O03206,"Hagenau (Haguenau), O. in Frankreich (Bas-Rhin)"
H4O03207,Haguenau → Hagenau
H4O03208,Haina (Thüringen)
H4O03209,Hainaut → Hennegau
H4O03210,"Hainburg a. d. Donau (Heimenburg), O. in Österreich (Niederösterreich)"
H4O03211,"Hainleite, bewaldeter Höhenzug (Thüringen)"
H4O03212,"<i>Haion</i>, unbekannt, möglicherweise Hayna (Rheinland-Pfalz)"
H4O03213,Halberstadt (Sachsen-Anhalt)
H4O03214,Halle a. d. Saale (Sachsen-Anhalt)
H4O03215,Haltingen (Baden-Württemberg)
H4O03216,"Hamaland, Gau, an Rhein und oberer Ijssel gelegen"
H4O03217,Hamburg-Bremen → Bremen-Hamburg
H4O03218,"<i>Hamecenroht</i>, unbekannt, im Gebiet nö. des Harzes"
H4O03219,"Hammerbach, Fluß, Zufluß der Aurach (Bayern)"
H4O03220,"Hammerstein, Burg (Rheinland-Pfalz)"
H4O03221,"Handschuhsheim, aufgegangen in Heidelberg (Baden-Württemberg)"
H4O03222,"Hanstein, Burg (Thüringen)"
H4O03223,<i>Harnam</i> → Walhorn
H4O03224,Hartheim (Baden-Württemberg)
H4O03225,"<i>Hartuuigeroht</i>, Wüstung im Ostteil v. Bräunrode (Sachsen-Anhalt)"
H4O03226,Harxheim (Rheinland-Pfalz)
H4O03227,"Harz, Mittelgebirge (Niedersachsen, Sachsen-Anhalt und Thüringen)"
H4O03228,"Harzburg, Burg (Niedersachsen)"
H4O03229,"Harzgau, Gau, am Nordrand des Harzes gelegen"
H4O03230,"Haselndorf, wüst n. Königsaue (Sachsen-Anhalt)"
H4O03231,"Hasenburg, Burg (Thüringen)"
H4O03232,"<i>Hasgethę</i>, Grafschaft, entweder Hosgau oder Hassegau"
H4O03233,"(Deutsch) Haslau, O. in Österreich (Niederösterreich)"
H4O03234,"Haspengau, Gau, in Belgien, zw. Meuse und Demer gelegen"
H4O03235,Hassegau → <i>Hasgethę</i>
H4O03236,Hasunger Berg (auch Burghasunger Berg) (Hessen)
H4O03237,<i>Hatteron</i> → <i>Hettero</i>
H4O03238,"Haunsberg, O. in Österreich, Gemeinde Oberalm (Salzburg)"
H4O03239,"Hausen, heute Stadtteil v. Obertshausen (Hessen)"
H4O03240,"Hautmont, Kl. in Frankreich (Nord)"
H4O03241,Heddesheim (Baden-Württemberg)
H4O03242,Hedersleben (Sachsen-Anhalt)
H4O03243,"Heerewaarden, O. in den Niederlanden (Gelderland)"
H4O03244,Heerlen → <i>Herlár</i>
H4O03245,Heerschaft → <i>Herescephe</i>
H4O03246,"Hees, O. in Belgien, heute Teil v. Bilzen (Limburg)"
H4O03247,"Hegau, Gau, Landschaft n. und w. des Bodensees bis auf die Höhe w. Schaffhausen gelegen"
H4O03248,Heidenburg (Rheinland-Pfalz)
H4O03249,Heiligenberg bei Heidelberg (Baden-Württemberg)
H4O03250,Heiligenforst → Hagenau
H4O03251,Heilig-Kreuz-Stift → Lüttich
H4O03252,"Heiligkreuz-Woffenheim, Kl., unbekannt"
H4O03253,"Hl. Andreas zu Freising, Kl. → Freising"
H4O03254,"Hl. Andreas zu Mantua, Kl. → Mantua"
H4O03255,"Hl. Antonin, Stift → Piacenza"
H4O03256,"Hl. Arnulf zu Metz, Kl. → Metz"
H4O03257,"Hl. Benedikt, Ki. → <i>Scalocle</i>"
H4O03258,"Hl. Benedikt, Ki. → <i>Vallis Gisoli</i>"
H4O03259,"Hl. Columban, Kapelle → Vercelli"
H4O03260,"Hl. Donatus, Dom → Arezzo"
H4O03261,"Hl. Eucharius (St. Mattheis) zu Trier, Kl. → Trier"
H4O03262,"Hl. Euphemia zu Brescia, Kl. → Brescia"
H4O03263,"Hll. Felix und Fortunatus zu Vicenza, Kl. → Vicenza"
H4O03264,"Hl. Gangulf zu Toul, Stift → Toul"
H4O03265,"Hl. Georg, Stift → Limburg (a. d. Haardt)"
H4O03266,"Hl. Gorgonius, Kl. → Gorgona"
H4O03267,"Hll. Hilarius und Benedikt bei Venedig (Sant’Ilario e Benedetto), Kl. in Italien vor Venedig (Venetien)"
H4O03268,"Hl. Jakob zu Lüttich, Kl. → Lüttich"
H4O03269,"Hl. Justina zu Padua, Kl. → Padua"
H4O03270,"Hl. Kunibert zu Köln, Stift → Köln"
H4O03271,"Hll. Leo und Marinus zu Pavia, Kl. → Pavia"
H4O03272,"Hl. Maria, Domkirche → Augsburg"
H4O03273,"Hl. Maria, Stiftskirche → Köln"
H4O03274,"Hl. Maria zu Florenz, Kl. → Florenz"
H4O03275,"Hl. Maria zu Mainz, Ki. → Mainz"
H4O03276,"Hl. Maria zu Pisa, Ki. → Pisa"
H4O03277,"Hl. Maria zu Quedlinburg, Kl. → Quedlinburg"
H4O03278,"Hl. Maria zu Speyer, Ki. → Speyer"
H4O03279,"Hl. Maria zu Tremiti, Kl. → Tremiti"
H4O03280,"Hl. Maria Magdalena zu Verdun, Ki. → Verdun"
H4O03281,"Hll. Maria und Paulus, Stift → Besançon"
H4O03282,"Hll. Martin und Agerich zu Verdun, Ki. → Verdun"
H4O03283,"Hl. Moritz, Stift → Moritzberg"
H4O03284,"Hl. Nikolaus, Ki. → <i>Prugnulo</i>"
H4O03285,"Hl. Pankratius, Ki. → Ranshofen"
H4O03286,"Hl. Petrus, Ki. → Utrecht"
H4O03287,"Hl. Petrus, bischöfl. Kirche oder Domkapitel zu Bamberg → Bamberg"
H4O03288,"Hl. Petrus zu Padua, Kl. → Padua"
H4O03289,"Hl. Simeon zu Trier, Stift → Trier"
H4O03290,"Hl. Stephan, Zelle → Heiligenberg"
H4O03291,"Hll. Stephan und Martin, Ki. → Mainz"
H4O03292,"Hl. Syrus zu Pavia, Ki. → Pavia"
H4O03293,"Hl. Ulrich, Ki. → Augsburg"
H4O03294,"Hll. Ulrich und Afra zu Augsburg, Kl. → Augsburg"
H4O03295,"Hl. Valentin, Ki. → Borgo San Valentino"
H4O03296,"Hl. Valerius, Stift → Goslar"
H4O03297,"Hl. Veit zu Obertheres, Kl. → Obertheres"
H4O03298,"Hl. Wido zu Speyer, Stift → Speyer"
H4O03299,"Hll. Zacharias und Pancratius zu Venedig, Kl. → Venedig"
H4O03300,"Heiloo, O. in den Niederlanden (Nordholland)"
H4O03301,Heimbach (Nordrhein-Westfalen)
H4O03302,"Heimburg, Burg (Sachsen-Anhalt)"
H4O03303,Heimenburg → Hainburg
H4O03304,"<i>Heît</i>, Forst bei Mühldorf am Inn (Bayern)"
H4O03305,"<i>Heleschi</i>, ehemaliger Weiler in Frankreich sö. Busendorf/Bouzonville gelegen (Moselle)"
H4O03306,"Helfta-Gau, Gau, um Helfta gelegen (Sachsen-Anhalt)"
H4O03307,Helfta (Sachsen-Anhalt)
H4O03308,Hellenhahn-Schellenberg (Rheinland-Pfalz)
H4O03309,"Helmarshausen, Kl. (Hessen)"
H4O03310,"Helmegau, Gau, zw. der in die Unstrut mündende Helme und dem Südharz gelegen"
H4O03311,"Hennegau (Hainaut), Grafschaft auf dem Gebiet der heutigen Staaten Belgien und Frankreich"
H4O03312,"<i>Herescephe</i>, Forst, Heerschaft im Gau Engern"
H4O03313,"Herford, Kl. (Nordrhein-Westfalen)"
H4O03314,"<i>Heristi</i>, entweder Ehrsten (Hessen) oder Ergste (Nordrhein-Westfalen)"
H4O03315,"<i>Herlár</i>, O. in den Niederlanden, entweder bei ’s-Hertogenbosch (Nordbrabant) oder Heerlen (Limburg)"
H4O03316,Hermannsburg (Niedersachsen)
H4O03317,"Herrschbach, wüst bei Höhn (Rheinland-Pfalz)"
H4O03318,Hersbruck (Bayern)
H4O03319,Hersfeld (Bad Hersfeld) (Hessen)
H4O03320,"Herve, O. in Belgien (Lüttich)"
H4O03321,"Herxheim, Gut bei Landau (Rheinland-Pfalz)"
H4O03322,Hessen
H4O03323,Hetjershausen (Niedersachsen)
H4O03324,Hettange-Petite → Kleinhettingen
H4O03325,Hettensen (Niedersachsen)
H4O03326,"<i>Hettero</i> (<i>Hatteron</i>), Gau, in Rheinfranken gelegen"
H4O03327,"Hetterscheidt, aufgegangen in Essen (Nordrhein-Westfalen)"
H4O03328,"Hetzmannswiesen, O. in Österreich, aufgegangen in Kühnring (Niederösterreich)"
H4O03329,"Heuringsforst, Forst (Hessen)"
H4O03330,"Hilariuskloster (S. Ellero), Kl. in Italien, unmittelbar vor Galeata gelegen (Emilia-Romagna)"
H4O03331,Hildesheim (Niedersachsen)
H4O03332,<i>Hillimeroht</i> → Hillmerode
H4O03333,"Hillmerode, abgegangen sw. Aschersleben, etwa an der Stelle des Hofes Friedrichrode (Sachsen-Anhalt)"
H4O03334,"<i>Hiloua</i>, unbekannt, im Gebiet des n. Harzvorlandes"
H4O03335,"Himbach, Gut (Hessen)"
H4O03336,Hinterbuchberg → <i>Bv̊chberg</i>
H4O03337,Hirsau (Baden-Württemberg)
H4O03338,Hirschaid (Bayern)
H4O03339,"Hirschbühl, Wüstung bei Ötigheim (Baden-Württemberg)"
H4O03340,"Hirzenach, aufgegangen in Boppard (Rheinland-Pfalz)"
H4O03341,"Hochfelden, O. in Frankreich (Bas-Rhin)"
H4O03342,Höchstädt (Bayern)
H4O03343,"Hofham, Ortsteil v. Bad Endorf (Bayern)"
H4O03344,"Hohe Straße, Heerstraße über Oberellen, Clausberg und an der Wartburg bis Thamsbrück (Thüringen)"
H4O03345,Hohenebra → Ebra
H4O03346,(Hohen)Leuben (Thüringen)
H4O03347,Hohenmölsen (Sachsen-Anhalt)
H4O03348,Hohensalzburg → Salzburg
H4O03349,"Hohndorf, abgegangen bei Westeregeln (Sachsen-Anhalt)"
H4O03350,Hohendodeleben (Sachsen-Anhalt)
H4O03351,Hoheneggelsen (Niedersachsen)
H4O03352,Hohenpolding (Bayern)
H4O03353,Hohrappoltstein → Rappoltstein
H4O03354,"Holland, Grafschaft, heute im wesentlichen die niederländischen Provinzen Nord- und Südholland"
H4O03355,"Holleben, aufgegangen in Teutschenthal (Sachsen-Anhalt)"
H4O03356,"Homberg, a. d. Ohm (Hessen)"
H4O03357,"Hombourg (Homburg), O. in Belgien, Ortsteil v. Plombières (Lüttich)"
H4O03358,Homburg → Hombourg
H4O03359,"Homburg a. d. Unstrut, Burg (Thüringen)"
H4O03360,"Höningen, aufgegangen in Altleiningen (Rheinland-Pfalz)"
H4O03361,Hönningen (Rheinland-Pfalz)
H4O03362,"Hördt, Kl. (Rheinland-Pfalz)"
H4O03363,"Hornbach, Kl. (Rheinland-Pfalz)"
H4O03364,"Hosgau, Gau, nw. und w. Merseburg zw. Unstrut und Saale gelegen"
H4O03365,Hötensleben (Sachsen-Anhalt)
H4O03366,Hückeswagen (Nordrhein-Westfalen)
H4O03367,"Huosigau, Gau, zw. Isar, Alpenrand und w. des Ammersees gelegen"
H4O03368,"<i>Huchtingebroch</i>, Bruchgegend auf dem linken Ufer der Weser"
H4O03369,"Hunesgo, Gau, in der niederländischen Provinz Groningen gelegen"
H4O03370,"Hunte, Fluß, linker Nebenfluß der Weser (Niedersachsen)"
H4O03371,"<i>Husun</i>, entweder Oberhausen (?) oder Wallhausen (Baden-Württemberg)"
H4O03372,"Huy, Grafschaft in Belgien, im Haspengau gelegen"
H4O03373,"Huy, O. in Belgien (Lüttich)"
H4O03374,"<i>Hvfhvsvn</i>, vermutlich Aufhausen, welches genau ist unbekannt"
H4O03375,"<i>Hvsůn</i>, entweder Marienberg (Rheinland-Pfalz) oder Kampeshäuser Hof (Rheinland-Pfalz)"
H4O03376,"Iano, O. in Italien (Emilia-Romagna)"
H4O03377,"Iburg, Burg (Nordrhein-Westfalen)"
H4O03378,"Ickten, aufgegangen in Menden (Nordrhein-Westfalen)"
H4O03379,Idesheim (Rheinland-Pfalz)
H4O03380,<i>Iendan</i> → Gendach
H4O03381,"Ifrīqiyā, Teil Nordafrikas (Ostalgerien, Tunesien, Westlibyen)"
H4O03382,Igel (Rheinland-Pfalz)
H4O03383,<i>Iherosolim</i> → Jerusalem
H4O03384,"Ijssel, nördlichster Mündungsarm des Rheins in die Nordsee in den Niederlanden (Gelderland/Overijssel)"
H4O03385,Ijsselgau → Friesland
H4O03386,"Ijsselmeer, Meeresbucht der Nordsee im Nw. der Niederlanden"
H4O03387,"Illasi, O. in Italien (Venetien)"
H4O03388,"<i>Illidi</i>, entweder Klein Ilde (Niedersachsen) oder Groß Ilde (Niedersachsen)"
H4O03389,"Illyrien, Region im Westen der Balkanhalbinsel"
H4O03390,"Ilsenburg, Kl. (Sachsen-Anhalt)"
H4O03391,"Ilsenstein, Burg (Sachsen-Anhalt)"
H4O03392,Ilsfeld (Baden-Württemberg)
H4O03393,Ilvesheim (Baden-Württemberg)
H4O03394,"Immenrode, aufgegangen in Goslar (Niedersachsen)"
H4O03395,"Imola, Grafschaft in Italien, w./sw. Ravenna gelegen (Emilia-Romagna)"
H4O03396,"Imola, O. in Italien (Emilia-Romagna)"
H4O03397,"Inchy-en-Artois, Burg in Frankreich (Pas-de-Calais)"
H4O03398,"Incourt, O. in Belgien (Wallonisch-Brabant)"
H4O03399,Ingelheim (Rheinland-Pfalz)
H4O03400,"Ingersheim, Grafschaft im Schwarzwald an der Nagold im Würmgau gelegen"
H4O03401,"Inntal, Gau, um das Inntal um Innsbruck gelegen"
H4O03402,"Inntal, Grafschaft, um das Inntal um Innsbruck gelegen"
H4O03403,"<i>Insula</i>, unbekannt, O. in Italien, möglicherweise Isola Dovarese (Lombardei)"
H4O03404,<i>Insula Nonense</i> → Isola della Scala
H4O03405,"Innerste (<i>Entrista</i>), Nebenfluß der Leine (Niedersachsen)"
H4O03406,Irxleben (Sachsen-Anhalt)
H4O03407,"Isenburg, abgegangene Gerichtsstätte zw. Regenstein und Langenstein am Harz (Sachsen-Anhalt)"
H4O03408,"Isengau, Gau, an der Isen im sö. Oberbayern gelegen"
H4O03409,"Isny, Kl. (Baden-Württemberg)"
H4O03410,"Isola della Scala, O. in Italien (Venetien)"
H4O03411,"Istrien, Halbinsel in Kroatien und (im nördlichen Teil) in Slowenien, zu geringem Anteil in Italien gelegen"
H4O03412,Italien
H4O03413,Ivois → Carignan
H4O03414,"Jahna, Fluß durch Sachsen, Nebenfluß der Elbe"
H4O03415,"Jaillon, O. in Frankreich (Meurthe-et-Moselle)"
H4O03416,Jakobsberg → Mainz
H4O03417,"Jeker (Geer), Fluß durch Belgien und die Niederlande, Nebenfluß der Maas"
H4O03418,Jerusalem (<i>Iherosolimis</i>)
H4O03419,Jöllenbeck (Nordrhein-Westfalen)
H4O03420,Jülich (Nordrhein-Westfalen)
H4O03421,Jülichgau → <i>Rvrgovve</i>
H4O03422,Julier → Alpen
H4O03423,Junglinster → <i>Linzera</i>
H4O03424,Jura → Alpen
H4O03425,"Jütland, westlicher Teil Dänemarks"
H4O03426,Kail (Rheinland-Pfalz)
H4O03427,"Kairo, O. in Ägypten"
H4O03428,Kaiserslautern → <i>Lutera</i>
H4O03429,"Kaiserswerth, Kaiserspfalz (Nordrhein-Westfalen)"
H4O03430,"Kalabrien, südlichstes Gebiet Italiens, Teil des normannischen Reiches"
H4O03431,"Kampanien, Gebiet an der Westküste Italiens, Teil des normannischen Reiches"
H4O03432,Kamp-Bornhofen (Rheinland-Pfalz)
H4O03433,Kampeshäuser Hof → <i>Hvsůn</i>
H4O03434,"Kanne, O. in Belgien (Limburg)"
H4O03435,Kapitol → Rom
H4O03436,Kappel → Grebenau
H4O03437,Kappel (Rheinland-Pfalz)
H4O03438,"Karantanien, Mark,"
H4O03439,Karawanken → Alpen
H4O03440,"Kärnten, Herzogtum"
H4O03441,"Kastel, heute Kastel-Staadt (Rheinland-Pfalz)"
H4O03442,Kaufungen (Hessen)
H4O03443,"Kayna, Burgward (Sachsen-Anhalt)"
H4O03444,"Keltenstein, Gau, im alpinen Teil des Lechtals gelegen"
H4O03445,"Kempten, Kl. (Bayern)"
H4O03446,Kentheim (Baden-Württemberg)
H4O03447,"Kerlingen (Kerling-lès-Sierck), O. in Frankreich (Moselle)"
H4O03448,Kerling-lès-Sierck → Kerlingen
H4O03449,Kessel (Nordrhein-Westfalen)
H4O03450,Kesten (Rheinland-Pfalz)
H4O03451,"Kettlasbrunn, O. in Österreich (Niederösterreich)"
H4O03452,"Kiew, O. in der Ukraine"
H4O03453,Kiewer Rus → Rus
H4O03454,<i>Kinzica</i> → Pisa
H4O03455,"Kirchbach, O. in Österreich, bei Klosterneuburg gelegen (Niederösterreich)"
H4O03456,Kirchberg → Hersfeld
H4O03457,Kirchheim → <i>Kiricheim</i>
H4O03458,"<i>Kiricheim</i>, vermutlich Kirchheim unter Teck (Baden-Württemberg)"
H4O03459,Kissenbrück (Niedersachsen)
H4O03460,"Kirsch, aufgegangen in Longuich (Rheinland-Pfalz)"
H4O03461,"Kitzingen, Kl. (Bayern)"
H4O03462,Kleinbregenstedt → Bregenstedt
H4O03463,"Kleinhettingen (Hettange-Petite), O. in Frankreich (Moselle)"
H4O03464,Klein Ilde → <i>Illidi</i>
H4O03465,Kletgau → Klettgau
H4O03466,"Klettgau, Gau, w. Schaffhausen bis etwa zur Wutach gelegen"
H4O03467,"Klingenmünster, Kl. (Rheinland-Pfalz)"
H4O03468,"Klotten, Gut d. Kl.s Brauweiler (Rheinland-Pfalz)"
H4O03469,Knapendorf (Sachsen-Anhalt)
H4O03470,Koblenz (Rheinland-Pfalz)
H4O03471,"<i>Kobolani</i>, unbekannt, auf slawischem Gebiet zu suchen"
H4O03472,Kohnsen (Niedersachsen)
H4O03473,Köln (Nordrhein-Westfalen)
H4O03474,Kœnigsmacker → Königsmachern
H4O03475,"Königsbrünn, O. in Österreich, wüst bei Bruck an der Leitha (Niederösterreich)"
H4O03476,"Königsmachern (Kœnigsmacker), O. in Frankreich (Moselle)"
H4O03477,"Königssondergau, Gau, zw. Main und Taunus gelegen"
H4O03478,"Konstantinopel, byz. Hauptstadt, heute Istanbul (Türkei)"
H4O03479,Konstanz (Baden-Württemberg)
H4O03480,"Koper (Capodistria), O. in Slowenien"
H4O03481,"Kornelimünster, Kl. in Kornelimünster, heute Stadtteil v. Aachen (Nordrhein-Westfalen)"
H4O03482,Kothmaißling (Bayern)
H4O03483,Kötzelbauer → <i>Cotprehtescella</i>
H4O03484,"Kraichgau, Gau, bei Bruchsal gelegen"
H4O03485,"Krain, heute Teil Sloweniens"
H4O03486,"Kreen, aufgegangen in Biessenhofen (Bayern)"
H4O03487,"Kremsmünster, Kl. in Österreich (Oberösterreich)"
H4O03488,Kreuznach → Bad Kreuznach
H4O03489,"Kreuzthann, aufgegangen in Rottenburg a. d. Laaber (Bayern)"
H4O03490,"Kroatien, Königreich"
H4O03491,Kronach (Bayern)
H4O03492,Kröv (Rheinland-Pfalz)
H4O03493,"Kubed (Covedo), O. in Slowenien"
H4O03494,Kuchenheim (Nordrhein-Westfalen)
H4O03495,"Kühbach, Ortsteil v. Rotthalmünster (Bayern)"
H4O03496,"Künzinggau, Gau, w./sw. Vilshofen und nw. Passau gelegen"
H4O03497,"Kundl, O. in Österreich (Tirol)"
H4O03498,"Kyffhausen, Burg (Thüringen)"
H4O03499,"Kyll, aufgegangen in Welschbillig (Rheinland-Pfalz)"
H4O03500,"La Cava, Kl. in Italien (Kampanien)"
H4O03501,"La Chiassa, O. in Italien (Toskana)"
H4O03502,Ladenburg am Neckar (Baden-Württemberg)
H4O03503,"<i>Ladrum</i>, röm. Theater → Padua"
H4O03504,"Lago di Bracciano, O. in Italien (Latium)"
H4O03505,"Lagosanto, O. in Italien (Emilia-Romagna)"
H4O03506,"<i>Lahaneuuit</i>, unbekannt"
H4O03507,"Lahngau, Gau, um die Lahn gelegen"
H4O03508,Laibach → Ljubljana
H4O03509,"Lambach, O. in Österreich (Oberösterreich)"
H4O03510,Lambrecht (Rheinland-Pfalz)
H4O03511,<i>Lamma</i> → Lamme
H4O03512,"Lamme (<i>Lamma</i>), Nebenfluß der Innerste (Niedersachsen)"
H4O03513,Langen (Hessen)
H4O03514,"Langenberg, Burgward, aufgegangen in Gera (Thüringen)"
H4O03515,Langen-Bergheim (Hessen)
H4O03516,"Langenbögel, aufgegangen in Heiligenhaus (Nordrhein-Westfalen)"
H4O03517,"<i>Langineissina</i>, unbekannt"
H4O03518,"Langosco, O. in Italien (Lombardei)"
H4O03519,"Languzzano, O. in Italien (Lombardei)"
H4O03520,"Lardara, O. in Italien (Lombardei)"
H4O03521,"Laßnitz, Fluß in Österreich, Nebenfluß der Mur (Steiermark)"
H4O03522,Lateran → Rom
H4O03523,"Lauenburg, Burg (Sachsen-Anhalt)"
H4O03524,"Laurentum, heute unbewohnte röm. Stadt in Italien (Latium)"
H4O03525,"Lausanne, O. in der Schweiz (Waadt)"
H4O03526,"Lausig, abgegangen ö. Zeitz (Sachsen-Anhalt)"
H4O03527,Lauterb(o)urg → <i>Lutera</i>
H4O03528,"Lavezzole, Burg in Italien (Piemont)"
H4O03529,"<i>Lazili</i>, unbekannt"
H4O03530,"Lazise, O. in Italien (Venetien)"
H4O03531,"Leberau, Kl. in Frankreich (Haut-Rhin)"
H4O03532,"Lech, Fluß durch Deutschland und Österreich, Nebenfluß der Donau"
H4O03533,"Lechter, ursprünglich die v. Weser und Ollen umflossene Insel gegenüber Vegesack (Bremen)"
H4O03534,"Lécluse, Burg in Frankreich (Nord)"
H4O03535,"Ledine, O. in Slowenien bei Idrija (Goriška)"
H4O03536,"Leeseringen, Gut (Niedersachsen)"
H4O03537,"Legnaro, O. in Italien (Venetien)"
H4O03538,Lehmen (Rheinland-Pfalz)
H4O03539,"<i>Leide</i>, vermutlich Ledi a. d. Leine, aufgegangen in Gronau (Niedersachsen)"
H4O03540,Leimen (Baden-Württemberg)
H4O03541,"Leine, Fluß, Nebenarm der Aller (Thüringen und Niedersachsen)"
H4O03542,"Leinegau, Gau, in Niedersachsen gelegen"
H4O03543,Leipzig (Sachsen)
H4O03544,Leisnig (Sachsen)
H4O03545,"Leitha, Fluß durch Österreich und Ungarn, Nebenfluß der Donau"
H4O03546,Leithagebirge → Alpen
H4O03547,Leiwen (Rheinland-Pfalz)
H4O03548,"Lek, mittlerer Teil des n. Rheinarmes in den Niederlanden"
H4O03549,Lemsell (Sachsen-Anhalt)
H4O03550,"Leno, Kl. in Italien, bei Brescia gelegen (Lombardei)"
H4O03551,"Lenzburg, Burg in der Schweiz (Aargau)"
H4O03552,Leostadt → Rom
H4O03553,"<i>Lestinę</i>, O. in Italien, abgegangen zw. Murlo und Bagnaia s. Siena (Toskana)"
H4O03554,Lesum (Bremen)
H4O03555,Leuben-Schleinitz (Sachsen)
H4O03556,"<i>Leuchental</i>, unbekannt"
H4O03557,"Leuk, O. in der Schweiz (Wallis)"
H4O03558,"Leutershausen, aufgegangen in Hirschberg a. d. Bergstraße (Baden-Württemberg)"
H4O03559,"Leuze-en-Hainaut, O. in Belgien (Hennegau)"
H4O03560,"<i>Levco Natres</i>, zweifelhafte Lesung statt der O. Leuk und Naters, laut dieser Lesung: Lugnorre, O. in der Schweiz (Freiburg)"
H4O03561,"(Lido di) Volano, O. in Italien (Emilia-Romagna)"
H4O03562,Liège → Lüttich
H4O03563,Lieser (Rheinland-Pfalz)
H4O03564,"Liesfeld, O. in Österreich (Tirol)"
H4O03565,"Ligurien, Küstenregion n. des Apennins in Nordwestitalien"
H4O03566,"Limbourg (Limburg), O. in Belgien (Lüttich)"
H4O03567,"Limburg, Burg in der schwäbischen Alb (Baden-Württemberg)"
H4O03568,"Limburg (a. d. Haardt), Kl. (Rheinland-Pfalz)"
H4O03569,"Limburg a. d. Lahn, Burg, möglicher Todesort (Gegen)Kg. Hermanns v. Salm (Hessen)"
H4O03570,"Limena, O. in Italien (Venetien)"
H4O03571,"Linari, O. in Italien (Toskana)"
H4O03572,Linden (Hessen)
H4O03573,"<i>Linebroch</i>, Bruchgegend auf dem linken Ufer der Weser"
H4O03574,"Linz, O. in Österreich (Oberösterreich)"
H4O03575,"<i>Linzera</i>, Jung-, Alt-, oder Burglinster, aufgegangen in Junglinster in Luxemburg"
H4O03576,"Lion, O. in Italien, aufgegangen in Albignasego (Venetien)"
H4O03577,"Lipljene (Großliplein), O. in Slowenien"
H4O03578,"Livorno, O. in Italien (Toskana)"
