ID,name1
H4O02737,"Cavallermaggiore, O. in Italien (Piemont)"
H4O02738,Caviliano → San Polo
H4O02739,"Cavour, Kl. in Italien (Piemont)"
H4O02740,"Cavriana, O. in Italien (Lombardei)"
H4O02741,"Celles-lez-Dinant, O. in Belgien (Namur)"
H4O02742,"Celles-lez-Waremme, O. in Belgien, aufgegangen in Waremme (Lüttich)"
H4O02743,"Ceneda, Grafschaft in Italien, um Ceneda, aufgegangen in Vittorio Veneto, gelegen (Venetien)"
H4O02744,"Centasco, O. in Italien (Piemont)"
H4O02745,"<i>Centum Iuges</i>, Gebiet in Italien, zw. Mandrio und Mandriolo Inferiore gelegen (Emilia-Romagna)"
H4O02746,"<i>Cenzinica</i>, unbekannt, wohl in Italien zu suchen"
H4O02747,"Čepić (Sterna), O. in Kroatien (Istrien)"
H4O02748,"Ceregnano, O. in Italien (Venetien)"
H4O02749,"Ceresara, O. in Italien, abgegangen im Brenta-Delta sw. Venedig (Venetien)"
H4O02750,"Ceresole Alba, O. in Italien (Piemont)"
H4O02751,"Certaldo, O. in Italien (Toskana)"
H4O02752,"Certano, O. in Italien (Toskana)"
H4O02753,"<i>Certina</i>, unbekannt, wohl in Italien zu suchen"
H4O02754,"Červar (Torre Cervaria), O. in Kroatien (Istrien)"
H4O02755,"Cervara, O. in Italien (Toskana)"
H4O02756,"Cervia, Grafschaft in Italien, um Cervia gelegen (Emilia-Romagna)"
H4O02757,"Cervia, O. in Italien (Emilia-Romagna)"
H4O02758,"Cervo, Fluß in Norditalien, Nebenfluß der Sesia"
H4O02759,"Cesano Maderno, O. in Italien (Lombardei)"
H4O02760,"Cesena, O. in Italien (Emilia-Romagna)"
H4O02761,"Cesena, Grafschaft in Italien, s. Ravenna gelegen (Emilia-Romagna)"
H4O02762,"Cesole, O. in Italien, aufgegangen in Madonna di Campagna (Piemont)"
H4O02763,"Cetica, O. in Italien (Toskana)"
H4O02764,"<i>Ceula</i>, O. in Italien, abgegangen vermutlich ö./nö. Levanto (Ligurien)"
H4O02765,"Chablais → <i>Burgundia</i>, <i>provintia</i>"
H4O02766,"Cham, Mark in der Oberpfalz, zw. Regen und Naab (Bayern)"
H4O02767,"Cham, Fluß in Deutschland und Tschechien, Nebenfluß des Regen"
H4O02768,"Chamb, Fluß in Deutschland und Tschechien, Nebenfluß des Regen"
H4O02769,"Champlas du Col, O. in Italien (Piemont)"
H4O02770,"Chaouilley, O. in Frankreich (Meurthe-et-Moselle)"
H4O02771,"<i>Chetil</i>, unbekannt, Waldgebiet"
H4O02772,"Chexbres, O. in der Schweiz (Waadt)"
H4O02773,"Chiampo, O. in Italien (Venetien)"
H4O02774,"Chiavenna, Grafschaft in Italien, um Chiavenna gelegen (Lombardei)"
H4O02775,"Chiemgau, Gau, um den Chiemsee in Bayern gelegen"
H4O02776,"Chiemsee, Kl. → Frauenwörth"
H4O02777,"Chievo, O. in Italien, heute zu Verona gehörend (Venetien),"
H4O02778,"<i>Chuiu</i>, unbekannt"
H4O02779,Chiuse → Castelgomberto
H4O02780,"Chur, Grafschaft in der Schweiz, um Chur gelegen (Graubünden)"
H4O02781,"Chur, O. in der Schweiz (Graubünden)"
H4O02782,Churrätien
H4O02783,"Churwalchengau, Gau, in Rätien gelegen"
H4O02784,"Chutizi, Gau, zw. der Saale, d. östlichen Muldental und der Zschopau gelegen"
H4O02785,Ciliano → <i>Cilianum</i>
H4O02786,"<i>Cilianum</i>, O. in Italien, entweder Sillano (Toskana) oder Ciliano (Toskana)"
H4O02787,"Ciney, O. in Belgien (Namur)"
H4O02788,"<i>Citinella</i>, unbekannt, wohl in Italien zu suchen"
H4O02789,Cittanova → Novigrad
H4O02790,"Città di Castello, Grafschaft in Italien (Umbrien)"
H4O02791,"Civita-Castellana, O. in Italien (Latium)"
H4O02792,"Civitavecchia, O. in Italien (Latium)"
H4O02793,"Clapperode, wüst nahe Pöhlde (Niedersachsen)"
H4O02794,"Clermont-Ferrand, O. in Frankreich (Puy-de-Dôme)"
H4O02795,"Cluny, Kl. in Frankreich (Saône-et-Loire)"
H4O02796,"Cocconato, O. in Italien (Piemont)"
H4O02797,"Cochem, Burg, möglicher Todesort (Gegen)Kg. Hermanns v. Salm (Rheinland-Pfalz)"
H4O02798,"Cogollo del Cengio, O. in Italien (Venetien)"
H4O02799,Col de l’Echelle → Alpen
H4O02800,Colditz (Sachsen)
H4O02801,"<i>Colle montis</i>, Festung in Italien, wüst am Bach Foci s. S. Gimignano (Toskana)"
H4O02802,"Collinense, Landschaft in Italien im Gebiet des Braccianosees (Latium)"
H4O02803,"Cologna Veneta, O. in Italien (Venetien)"
H4O02804,"Comacchio, Grafschaft in Italien, n. Ravenna gelegen (Emilia-Romagna)"
H4O02805,"Comacchio, O. in Italien (Emilia-Romagna)"
H4O02806,"Comano, O. in Italien (Toskana)"
H4O02807,"Como, O. in Italien (Lombardei)"
H4O02808,"<i>Conca Agathe</i>, unbekannt, O. in Italien, im Einzugsgebiet d. Po di Goro sö. d. Adria gelegen"
H4O02809,"Condé-sur-l‘Escault, O. in Frankreich (Nord)"
H4O02810,"Conselve, O. in Italien (Venetien)"
H4O02811,"Copermio, O. in Italien (Emilia-Romagna)"
H4O02812,"Corana Pavia, O. in Italien (Lombardei)"
H4O02813,"Corcolle, O. in Italien (Latium)"
H4O02814,"<i>Córise</i>, entweder Corsy-sur-Lutry (Waadt) in d. Schweiz oder Corsier-sur-Vevey in d. Schweiz (Waadt)"
H4O02815,"Cornacervina, O. in Italien (Emilia-Romagna)"
H4O02816,"Cornedo Vicentino, O. in Italien (Venetien)"
H4O02817,Corneto → Tarquinia
H4O02818,"Corniano, O. in Italien (Emilia-Romagna)"
H4O02819,Cornillon → Lüttich
H4O02820,"<i>Cornium</i>, ehemaliger Wasserlauf in Italien, in Richtung Villatora, Saonara, S. Angelo di Piove di Sacco, Lagune im Gebiet sö. Padua (Venetien)"
H4O02821,"Cornovecchio, O. in Italien (Lombardei)"
H4O02822,"Correggio, O. in Italien (Emilia-Romagna)"
H4O02823,"Corsalone, O. in Italien (Toskana)"
H4O02824,"Corsanico, O. in Italien (Toskana)"
H4O02825,"Corsier-sur-Vevey, O. in der Schweiz (Waadt)"
H4O02826,"Corsignano, O. in Italien, seit d. 15. Jh. Pienza (Toskana)"
H4O02827,"Corswarem, O. in Belgien (Lüttich)"
H4O02828,Corsy-sur-Lutry → <i>Córise</i>
H4O02829,"Corte dei Tigli, O. in Italien, zw. Massa Fiscaglia und (Emilia-Romagna) Codigoro gelegen (Emilia-Romagna)"
H4O02830,"Cortenova, O. in Italien (Emilia-Romagna)"
H4O02831,"Corteolano, O. in Italien (Lombardei)"
H4O02832,"Corticelli, O. in Italien (Emilia-Romagna)"
H4O02833,"<i>Coruiatico</i>, unbekannt, O. in Italien, bei Correggio gelegen (Emilia-Romagna)"
H4O02834,Corvey (Nordrhein-Westfalen)
H4O02835,Cosa → (Molina di) Quosa
H4O02836,"Costozza, O. in Italien (Venetien)"
H4O02837,"<i>Cotprehtescella</i>, O. in Österreich, entweder Götzelhub (?) oder Kötzelbauer (Oberösterreich)"
H4O02838,Covedo → Kubed
H4O02839,"Cremona, Grafschaft in Italien, um Cremona gelegen (Lombardei)"
H4O02840,"Cremona, O. in Italien (Lombardei)"
H4O02841,"Crespignaga, Kl. in Italien (Venetien)"
H4O02842,"Crespin, O. in Frankreich (Nord)"
H4O02843,"Crézilles, O. in Frankreich (Meurthe-et-Moselle)"
H4O02844,"Cugy, O. in der Schweiz (Freiburg) → <i>Cvbizacha</i>"
H4O02845,"Cugy, O. in der Schweiz (Waadt) → <i>Cvbizacha</i>"
H4O02846,"<i>Cunniga</i>, unbekannt, möglicherweise Richtung Langenbeutingen (Baden-Württemberg)"
H4O02847,"<i>Cursinanum</i>, unbekannt, O. in Italien, vielleicht Pieve di Corsano (Toskana)"
H4O02848,"Curtarolo, O. in Italien (Venetien)"
H4O02849,"<i>Cvbizacha</i>, entweder Cugy in der Schweiz (Waadt) oder (unwahrscheinlich) Cugy in der Schweiz (Freiburg)"
H4O02850,"Daleminzergau, Gau, zw. d. Unterlauf der Freiburger Mulde und der Elbe gelegen, das Meißener Land und die Lommatzscher Pflege umfassend"
H4O02851,Dalheim (Rheinland-Pfalz)
H4O02852,"Dänemark, Königreich"
H4O02853,Dasbeck (Nordrhein Westfalen)
H4O02854,Daugendorf (Baden-Württemberg)
H4O02855,"Decimano, Grafschaft in Italien, s. Ravenna gelegen (Emilia-Romagna)"
H4O02856,Deckenpfronn (Baden-Württemberg)
H4O02857,Degelberg (Bayern)
H4O02858,Deidesheim (Rheinland-Pfalz)
H4O02859,"Denain, O. in Frankreich (Nord)"
H4O02860,"Depala Vas (Depelsdorf), O. in Slowenien"
H4O02861,Depelsdorf → Depala Vas
H4O02862,"Derlinggau, Gau, zw. Oker und oberer Aller gelegen (Niedersachsen)"
H4O02863,"Desenberg, Burg (Nordrhein-Westfalen)"
H4O02864,<i>regnum teutonicum</i>
H4O02865,"Deutz, Kl., heute in Köln gelegen (Nordrhein-Westfalen)"
H4O02866,Deutzen (Sachsen)
H4O02867,"Deventer, O. in den Niederlanden (Oberijssel)"
H4O02868,"Diemel, Nebenfluß der Weser (Hessen und Nordrhein-Westaflen)"
H4O02869,Diepersdorf (Bayern)
H4O02870,"<i>Dieprehdesdorf</i>, Diepersdorf (Bayern), nicht Dietersdorf bei Nürnberg (Bayern)"
H4O02871,Dietersdorf → <i>Dieprehdesdorf</i>
H4O02872,"Dieuze, O. in Frankreich (Moselle)"
H4O02873,"Dilsen, O. in Belgien (Limburg)"
H4O02874,Dimhausen (Niedersachsen)
H4O02875,"Dinant, O. in Belgien (Namur)"
H4O02876,"Dinazzano, O. in Italien (Emilia-Romagna)"
H4O02877,"Disentis, Kl. in der Schweiz (Graubünden)"
H4O02878,"<i>Disinfvrth</i>, O. in Österreich, abgegangen bei Hohenau an der March (Niederösterreich)"
H4O02879,Döben (Sachsen)
H4O02880,"Dobršnikbach, Fluß in Slowenien"
H4O02881,Dobschütz (Sachsen)
H4O02882,Döffingen (Baden-Württemberg)
H4O02883,"Donau, Fluß durch Mittel- und Südosteuropa"
H4O02884,Donaueschingen (Baden-Württemberg)
H4O02885,"Donaugau, Gau, s. Regensburg zw. Donau und Isar gelegen (Bayern)"
H4O02886,Donauwörth (Bayern)
H4O02887,"Donceel, O. in Belgien (Lüttich)"
H4O02888,Dorchheim (Hessen)
H4O02889,"Dorna, O. in Italien (Toskana)"
H4O02890,Dörnberg (Hessen)
H4O02891,Dornburg an der Saale (Thüringen)
H4O02892,Dörnigheim (Hessen)
H4O02893,Dortmund
H4O02894,Dossenheim (Baden-Württemberg)
H4O02895,"Doulcon, Grafschaft in Frankreich (Meuse)"
H4O02896,Dragsdorf (Sachsen-Anhalt)
H4O02897,"Dreieich, Waldgebiet (Forst) (Hessen)"
H4O02898,"Dreingau, Gau, im Gebiet der mittleren Lippe gelegen (Nordrhein-Westfalen)"
H4O02899,"Drente, Gau und Grafschaft in den Niederlanden, in der heutige Provinz Drente gelegen"
H4O02900,Dresden
H4O02901,Dringenberg (Nordrhein-Westfalen)
H4O02902,"Drübeck, Kl. (Sachsen-Anhalt)"
H4O02903,Duecastelli → Dvigrad
H4O02904,"Düren, O. (Nordrhein-Westfalen)"
H4O02905,Duisburg (Nordrhein-Westfalen)
H4O02906,"Dun (sur-Meuse), Burg in Frankreich (Meuse)"
H4O02907,Durazzo → Dyrrhachion
H4O02908,"<i>Durloh</i>, entweder Ober- oder Niederdorla (Thüringen)"
H4O02909,Durrës → Dyrrhachion
H4O02910,Dürrweitzschen (Sachsen)
H4O02911,Dusemond → Brauneberg
H4O02912,"Düssel, Nebenfluß des Rheins (Nordrhein-Westfalen)"
H4O02913,"Duurstede, O. in den Niederlanden, älterer Name v. Wijk bij Duurstede (Utrecht)"
H4O02914,"Dvigrad (Duecastelli), O. in Kroatien, abgegangen n. Kanfanar/Canfanaro sö. Parenzo/Poreč (Istrien)"
H4O02915,Dyje → Thaya
H4O02916,"Dyrrhachion (Durazzo/Durrës), O. in Albanien (Durrës)"
H4O02917,Ebange → Ebingen
H4O02918,"Ebbs, O. in Österreich (Tirol)"
H4O02919,Ebersberg (Bayern)
H4O02920,Ebersheim (Rheinland-Pfalz)
H4O02921,"Ebersheim, O. in Frankreich (Bas-Rhin)"
H4O02922,"Ebingen (Ebange), O. in Frankreich (Moselle)"
H4O02923,"Ebra, entweder Hohen- oder Thalebra (Thüringen)"
H4O02924,Ebsdorf (Hessen)
H4O02925,"Echt, O. in den Niederlanden (Limburg)"
H4O02926,"Echternach, O. und Kl. (St. Willibrord) in Luxemburg"
H4O02927,"Eckartsberga (Sachsen-Anhalt), Dotalgut Ks. Berthas"
H4O02928,"Eckartsrode, Gut, abgegangen bei Wienrode (Sachsen-Anhalt)"
H4O02929,"Edingen, aufgegangen in Edingen-Neckarhausen (Baden-Württemberg)"
H4O02930,Eggingen (Baden-Württemberg)
H4O02931,"Egmond, O. in den Niederlanden (Nordholland)"
H4O02932,Ehrenbach (Hessen)
H4O02933,Ehrsten (Hessen)
H4O02934,"Eichelbach, abgegangen bei Gaggenau (Baden-Württemberg)"
H4O02935,Eichstätt (Bayern)
H4O02936,Eilenburg (Sachsen)
H4O02937,"Einern-Kalkofen, aufgegangen in Essen (Nordrhein-Westfalen)"
H4O02938,"Einrichgau, Gau, zw. Rhein, Lahn, Aar und Wisper gelegen"
H4O02939,"Einsiedeln, Kl. in der Schweiz (Schwyz)"
H4O02940,Eisleben (Sachsen-Anhalt)
H4O02941,Eiting bei Freising → <i>Utingen</i>
H4O02942,"Eiter, Nebenfluß der Weser (Niedersachsen)"
H4O02943,"Eiterbruch, Bruchland um die Eiter (Niedersachsen)"
H4O02944,"Ek, O. in den Niederlanden (Gelderland)"
H4O02945,"Elbe, Fluß durch Tschechien und Deutschland"
H4O02946,"Elchesheim, aufgegangen in Elchesheim- Illingen (Baden-Württemberg)"
H4O02947,Elig → <i>Heleschi</i>
H4O02948,Ellen → (Ober-)Ellen
H4O02949,"Elsaß, historische Region, heute in Frankreich gelegen"
H4O02950,"Elsaßgau, im Elsaß gelegen"
H4O02951,"Elsenzgau, Gau, an der Elsenz sö. Heidelberg gelegen (Baden-Württemberg)"
H4O02952,Elster → Weiße Elster
H4O02953,Elten (Nordrhein-Westfalen)
H4O02954,"<i>Elumga</i>, unbekannt, in der Eifel"
H4O02955,"Elze a. d. Leine, Pfarrbezirk (Niedersachsen)"
H4O02956,"Emilia, Region in Norditalien"
H4O02957,"<i>Emmelestorp</i>, im Gebiet um Aschersleben (Sachsen-Anhalt)"
H4O02958,"Emmer, Nebenfluß der Weser (Nordrhein-Westfalen und Niedersachsen)"
H4O02959,"Emsgau, Gau, um die untere Ems gelegen (Niedersachsen)"
H4O02960,Engelsburg → Rom
H4O02961,Enger → Angeren
H4O02962,"Engern, Gau, um die Weser und ihre Zuflüsse gelegen"
H4O02963,"<i>Engilfridesperc</i>, unbekannt, im Gau <i>Sirnicveld[i]n</i> gelegen"
H4O02964,"England, Königreich"
H4O02965,"Enns (<i>Anasim</i>), Fluß durch Österreich, Nebenfluß der Donau"
H4O02966,Ensch (Rheinland-Pfalz)
H4O02967,"Ensisheim, O. in Frankreich (Haut-Rhin)"
H4O02968,<i>Entrista</i> → Innerste
H4O02969,"Enzberg (<i>Enzeberch</i>), Grafschaft um die Burg Enzburg (Baden-Württemberg)"
H4O02970,<i>Enzeberch</i> → Enzberg
H4O02971,"Erpersdorf, O. in Österreich, Gemeinde Zwentendorf a. d. Donau (Niederösterreich)"
H4O02972,Eppingen (Baden-Württemberg)
H4O02973,"Erbatica, O. in Italien (Lombardei)"
H4O02974,Erbringen (Saarland)
H4O02975,Erfurt (Thüringen)
H4O02976,"Ergenzach (Arconciel), O. in der Schweiz (Freiburg)"
H4O02977,Ergste → <i>Heristi</i>
H4O02978,"Erkenrur, Nebenfluß der Rur (Nordrhein-Westfalen)"
H4O02979,Erlangen (Bayern)
H4O02980,<i>Ersico</i> → Schremingen-Ersingen
H4O02981,Erwitzen (Nordrhein-Westfalen)
H4O02982,"Erzgebirge, Mittelgebirge in Sachsen und Böhmen"
H4O02983,"Escaudain, O. in Frankreich (Nord)"
H4O02984,Eschmar (Nordrhein-Westfalen)
H4O02985,Eschwege (Hessen)
H4O02986,Essen (Nordrhein-Westfalen)
H4O02987,Esserden (Nordrhein-Westfalen)
H4O02988,"Este, O. in Italien (Venetien)"
H4O02989,"Etsch (Adige), Fluß durch Italien (Trentino-Südtirol und Venetien)"
H4O02990,Eßlingen (Baden-Württemberg)
H4O02991,"<i>Euena</i>, entweder Even, Wüstung bei Bitburg (Rheinland-Pfalz), oder Zewen, aufgegangen in Trier (Rheinland-Pfalz)"
H4O02992,Euphemiakloster → Rimini
H4O02993,"Euren, aufgegangen in Trier (Rheinland-Pfalz)"
H4O02994,Europa
H4O02995,Even → <i>Euena</i>
H4O02996,Evenhausen (Bayern)
H4O02997,"Faenza, Grafschaft in Italien (Emilia-Romagna)"
H4O02998,"Faenza, O. in Italien (Emilia-Romagna)"
H4O02999,"Falengau, Gau, im Gebiet ö. Hannover, zw. der Oker und der n. Peine fließenden Fuse gelegen (Niedersachsen)"
H4O03000,"Falkenstein, Burg (Sachsen-Anhalt)"
H4O03001,Fall-et-Mheer → <i>Walruoz Meres</i>
H4O03002,"Fano, Grafschaft in Italien, zw. Rimini und Ancona gelegen (Emilia-Romagna/Marken)"
H4O03003,"Fano, O. in Italien (Marken)"
H4O03004,"Fara (di Sabina), Burg in Italien (Latium)"
H4O03005,"Farfa, Kl. in Italien (Latium)"
H4O03006,Farneta → <i>Farnetum</i>
H4O03007,"<i>Farnetum</i>, O. in Italien, entweder Farneta n. Arezzo (Toskana) oder Farneta s. Arezzo (Toskana)"
H4O03008,"<i>Farulle</i>, unbekannt, O. in Italien, im Gebiet v. Ferrara gelegen (Emilia-Romagna)"
H4O03009,Farvagny → Favernach
H4O03010,"<i>Faualiclo</i>, unbekannt, wohl in Italien zu suchen"
H4O03011,"Faule, O. in Italien (Piemont)"
H4O03012,"Favernach (Farvagny), O. in der Schweiz (Freiburg)"
H4O03013,"Fazzano, O. in Italien (Emilia-Romagna)"
H4O03014,"Feistritz, Fluß Neumarkter Feistritz, Nebenfluß der Save"
H4O03015,Fénétrange → Finstingen
H4O03016,"Fermo, Mark in Italien, um Fermo gelegen (Marken)"
H4O03017,"Fermo, O. in Italien (Marken)"
H4O03018,"Ferrara, Grafschaft in Italien, um Ferrara gelegen"
H4O03019,"Ferrara, O. in Italien (Emilia-Romagna)"
H4O03020,"Fiano Romano, O. in Italien (Latium)"
H4O03021,"Fidenza (Borgo San Donnino), O. in Italien (Emilia-Romagna)"
H4O03022,"Figline Valdarno, O. in Italien (Toskana)"
H4O03023,"Filatierra, O. in Italien (Toskana)"
H4O03024,"<i>Finale</i>, O. in Italien, entweder Finale sö. Villa Estense (Venetien) oder Finale sw. Agugliaro (Venetien)"
H4O03025,"Finstingen (Fénétrange), O. in Frankreich (Moselle)"
H4O03026,"Fischa, Fluß in Österreich, Nebenfluß der Donau (Niederösterreich)"
H4O03027,"Fischborn, wüst nö. Gelnhausen (Hessen)"
H4O03028,Fiondi → <i>Blundum</i>
H4O03029,"Fivelgo, Gau, im Marschland w. des Dollart gelegen"
H4O03030,"Flandern, Grafschaft auf d. heutigen Gebiet Belgiens, zum geringen Anteil in Frankreich und den Niederlanden gelegen"
H4O03031,Flarchheim (Thüringen)
H4O03032,"Florennes, O. in Belgien (Namur)"
H4O03033,"Florenz, O. in Italien (Toskana)"
H4O03034,"Foglia, Fluß in Italien (Marken)"
H4O03035,"Fogliano, O. in Italien, sw. Maranello gelegen (Emilia-Romagna) → <i>Foliano</i>"
H4O03036,"Fogliano, O. in Italien, s. Reggio Emilia gelegen (Emilia-Romagna) → <i>Foliano</i>"
H4O03037,"<i>Foliano</i>, O. in Italien, entweder Fogliano sw. Maranello (Emilia-Romagna) oder Fogliano s. Reggio Emilia (Emilia-Romagna)"
H4O03038,"Foligno, Grafschaft in Italien, um Foligno gelegen (Umbrien)"
H4O03039,"Fontana, O. in Italien (Emilia-Romagna)"
H4O03040,"Fontanella, O. in Italien (Lombardei)"
H4O03041,"Fontanetto Po, O. in Italien (Piemont)"
H4O03042,"Forbach, O. in Frankreich (Moselle)"
H4O03043,Forchheim (Bayern)
H4O03044,"Forchheim, Grafschaft, ö. des Rheins an Speyer angrenzend gelegen, evtl. identisch mit dem Ufgau,"
H4O03045,"Foriporta, O. in Italien (Toskana), Vorstadt v. Pisa"
H4O03046,"Forlì, Grafschaft in Italien, sw. Ravenna gelegen (Emilia-Romagna)"
H4O03047,"Forlì, O. in Italien (Emilia-Romagna)"
H4O03048,"Forlimpopoli, Grafschaft in Italien, sw. Ravenna gelegen (Emilia-Romagna)"
H4O03049,"Forlimpopoli, O. in Italien (Emilia-Romagna)"
H4O03050,"Formbach, Grafschaft s./sw. v. Passau"
H4O03051,"Formbach (Vornbach), Burg d. Formbacher (Bayern)"
H4O03052,"Fornovo di S. Giovanni, O. in Italien (Lombardei)"
H4O03053,"Forst, unbenannt, im Dreieck der Flüsse Rhein, Düssel, Ruhr gelegen"
H4O03054,"<i>Fosci</i>, unbekannt, O. in Italien, wüst am Bach Foci s. S.Gimignano gelegen (Toskana)"
H4O03055,"Fosdondo, O. in Italien (Emilia-Romagna)"
H4O03056,"Fossalta, Fluß in Italien, Nebenfluß des Po (Emilia-Romagna, Lombardei)"
H4O03057,"<i>Fostumba</i>, O. in Italien, abgegangen bei Padua (Venetien)"
H4O03058,"Foug, O. in Frankreich (Meurthe-et-Moselle)"
H4O03059,"<i>Fossato</i>, Hafen in Italien, entweder am Crostolo oder am Naviglio di Rolo gelegen"
H4O03060,"Fosses-la-Ville, O. in Belgien (Namur)"
H4O03061,Franken
H4O03062,"Frankenstraße, Handelsstraße in Italien, zw. Pavia und Rom"
H4O03063,Frankfurt a. M. (Hessen)
H4O03064,"Frankreich, Königreich"
H4O03065,Franzenheim (Rheinland-Pfalz)
H4O03066,"Fratta Polesine, O. in Italien (Venetien)"
H4O03067,"Frauenchiemsee, Kl. → Frauenwörth"
H4O03068,"Frauendorf, Ortsteil des Marktes Kraiburg am Inn (Bayern)"
H4O03069,"Frauenwörth, Nonnenkl. auf einer Insel im Chiemsee (Bayern)"
H4O03070,"<i>Frawnhouen</i>, entweder Altfraunhofen (Bayern) oder Neufraunhofen (Bayern)"
H4O03071,"Frede a. d. Leine, Pfarrbezirk (Niedersachsen)"
H4O03072,"Freindorf, O. in Österreich (Oberösterreich)"
H4O03073,Freising (Bayern)
H4O03074,"Fresonara, O. in Italien (Piemont)"
H4O03075,"Friaul, Grafschaft in Italien (Friaul-Julisch Venetien)"
H4O03076,"Friaul, Gau, in Italien (Friaul-Julisch Venetien)"
H4O03077,"Frickgau, Gau, zw. Rhein und Aare gelegen"
H4O03078,Fridolfing (Bayern)
H4O03079,"Frierlinde, Wüstung auf d. Gebiet v. Muggensturm (Baden-Württemberg)"
H4O03080,"Friesach, Grafschaft in Österreich (Kärnten)"
H4O03081,"Friesland, Landschaft an der niederländischen und deutschen Nordseeküste"
H4O03082,Fritzlar (Hessen)
H4O03083,"Frugarolo, O. in Italien (Piemont)"
H4O03084,"Fruttuaria, Kl. in San Benigno Canavese in Italien (Piemont)"
H4O03085,Fürth
H4O03086,"Fulda, O. und Kl. (Hessen)"
H4O03087,Furth im Wald (Bayern)
H4O03088,Füssen (Bayern)
H4O03089,"Gaeta, O. in Italien (Latium)"
H4O03090,Gallien
H4O03091,"Galzignano, O. in Italien, aufgegangen in Galzignano Terme (Venetien)"
H4O03092,"Garda, O. in Italien (Venetien)"
H4O03093,"Gardasee, See in Oberitalien"
H4O03094,"<i>iudicaria</i> Gardense, Gerichtsbezirk, Gebiet ö. des Gardasees in Italien (Venetien)"
H4O03095,"Garlasco, O. in Italien (Lombardei)"
H4O03096,"Garreweer, O. in den Niederlanden, Gemeinde Appingedam (Groningen)"
H4O03097,"<i>Gastaldi</i>, unbekannt, <i>cortis</i> in Italien, nw. Reggio Emilia gelegen (Emilia-Romagna)"
H4O03098,"Gavassa, O. in Italien (Emilia-Romagna)"
H4O03099,"Gavello, Grafschaft in Italien, um Gavello gelegen (Venetien)"
H4O03100,"Gavello, O. in Italien (Venetien)"
H4O03101,Geer → Jeker
H4O03102,"Gebsdorf, abgegangen n. Teuchern (Sachsen-Anhalt)"
H4O03103,Gebstedt (Thüringen)
H4O03104,Geisenhausen (Bayern)
H4O03105,"Geisseren, Wüstung bei Wachtendonk (Nordrhein-Westfalen)"
H4O03106,"Geistingen, Hof d. Kl.s Siegburg, heute Stadtteil v. Hennef"
H4O03107,"Gembloux, O. in Belgien (Namur)"
H4O03108,"Genappe, O. in Belgien (Wallonisch-Brabant)"
H4O03109,"Gendach (<i>Iendan</i>), Wüstung abgegangen bei Ilsfeld (Baden-Württemberg)"
H4O03110,<i>Genesii</i> → Génicourt-sur-Meuse
H4O03111,"Genf, O. in der Schweiz (Genf)"
H4O03112,"Génicourt-sur-Meuse (<i>Genesii</i>), O. in Frankreich (Meuse)"
H4O03113,"Genivolta, O. in Italien (Lombardei)"
H4O03114,Geratsdorf (Bayern)
H4O03115,"Gerendorf, abgegangen (?) n. Teuchern (Sachsen-Anhalt)"
H4O03116,"Gerersdorf, O. in Österreich (Niederösterreich)"
H4O03117,"Germaramark, Gau, in Nordhessen/Thüringen zw. Eschwege, Frieda, Mühlhausen und Schlotheim gelegen"
H4O03118,Gernrode (Sachsen-Anhalt)
H4O03119,Gerstungen (Thüringen)
H4O03120,"Gex, O. in Frankreich (Ain)"
H4O03121,"Ghiaie di Corana, O. in Italien (Lombardei)"
H4O03122,"<i>Gignoro</i>, unbekannt, O. in Italien, ehemals am Fluß Mensola gelegen (Toskana)"
H4O03123,Gipperath (Rheinland-Pfalz)
H4O03124,Gladbach (Rheinland-Pfalz)
H4O03125,Gleiberg (Hessen)
H4O03126,"Gleichen, Burg (Thüringen)"
H4O03127,"<i>Glesia</i>, O. in Italien, abgegangene Villa Santa Maria n. Sant’Urbano (Venetien)"
H4O03128,"<i>Gnessa</i>, unbekannt"
H4O03129,"Goito, O. in Italien (Lombardei)"
H4O03130,"Golscha, abgegangen sw. Zeitz bei Raba (Sachsen-Anhalt)"
H4O03131,Gondershausen (Rheinland-Pfalz)
H4O03132,"<i>Gonfo</i>, O. in Italien, entweder Gonfo Vecchio (Toskana) oder Gonfo Nuovo (Toskana)"
H4O03133,Gonfo Nuovo → <i>Gonfo</i>
H4O03134,Gonfo Vecchio → <i>Gonfo</i>
H4O03135,"Gorgona, Insel im Ligurischen Meer in Italien (Toskana)"
H4O03136,Görlitz (Sachsen)
H4O03137,"Gorsem, O. in Belgien (Limburg)"
H4O03138,"Gorze, Kl. in Frankreich (Moselle)"
H4O03139,"Goseck, Grafschaft, um Goseck gelegen (Sachsen-Anhalt)"
H4O03140,Gosheim (Baden-Württemberg)
H4O03141,Goslar (Niedersachsen)
H4O03142,"Gößweinstein, Burg (Bayern)"
H4O03143,"Gottesheim, O. in Frankreich (Bas-Rhin)"
H4O03144,"Göttweig, Stift in Österreich (Niederösterreich)"
H4O03145,Götzelhub → <i>Cotprehtescella</i>
H4O03146,Götzleinsbuchberg → Sengenbühl
H4O03147,"Gova, O. in Italien (Emilia-Romagna)"
H4O03148,"Governolo, O. in Italien (Lombardei)"
H4O03149,"Gozzano, O. in Italien (Piemont)"
H4O03150,Graach an der Mosel (Rheinland-Pfalz)
H4O03151,"Grabfeld, Gebiet im n. Unterfranken (Bayern)"
H4O03152,Grabitz (Bayern)
